-4.90515, -5.37777, 2.95322
3.57611, 1.68592, 5.71825
-5.55795, -4.19823, -3.12019
0.972148, 4.74754, 5.17153
-6.3745, 3.5694, -7.95665
3.39453, -0.989415, 0.881427
-7.4518, -5.52225, 3.70335
-0.274277, -1.23383, 4.43839
-0.51796, 6.74898, -6.23883
-4.23187, -2.13101, 8.25934
-0.213437, -4.81814, 4.6664
-4.95721, -4.25779, 7.95973
50, 50, 50
-6.93711, 7.37532, 2.21017
-7.65104, -1.74649, -2.6259
0.596615, -5.9431, 3.98859
-0.0838206, 3.42826, -7.91775
-7.98856, 7.64614, -5.30312
1.8652, 5.91596, 8.95417
4.9017, -1.90336, 8.62322
-9.33955, -8.59959, -4.93852
0.244003, -4.40346, 9.42588
-7.71239, 3.00838, -0.87261
8.58033, 8.33766, -3.16787
3.19789, -4.99905, -5.63469
3.23699, -4.25866, -8.82262
-6.21478, -0.720667, -2.96293
-6.03862, -7.95531, 1.46306
8.51248, 1.05424, -8.86018
4.33592, 1.43054, -8.24276
5.985, 4.40393, -1.99357
9.30876, -1.85158, -5.83953
3.33772, -2.62082, -9.98135
2.31733, 4.77509, 0.860799
-9.92422, 2.85637, -2.12828
8.94073, 7.3974, 8.6934
5.74577, -4.58346, -8.60332
3.59128, 8.61468, -5.83477
0.466698, 7.3528, -9.04497
0.0236929, 5.63179, -0.0344142
2.60635, 3.66285, -5.11338
-5.16358, 2.80572, 4.45352
-2.91396, 3.33229, 0.653523
-3.0784, -7.63075, 8.14045
1.32201, 3.16631, -9.04235
-0.38441, 4.78393, -4.47996
-3.80242, 4.05181, -6.86187
0.693291, -6.07041, 3.21491
-8.55231, -3.42412, -2.79851
3.00788, 1.75176, 5.72067
-3.28245, -5.18085, 7.01204
1.66052, 9.68396, 3.83481
-5.24197, 3.10537, 6.15434
2.43177, -9.53754, -3.73201
6.09702, -1.71049, -4.1074
-3.70314, 4.40828, -8.3126
5.46531, -6.97025, -9.63092
5.57719, -2.48247, -8.94464
7.28893, -5.09406, 9.20047
5.72202, 7.80229, -2.33483
5.89687, 4.02515, 7.74467
7.06339, -0.75402, 4.729
8.93271, 7.6905, 8.124
-4.21064, -1.86915, 0.843094
-1.36791, -0.125638, 6.21894
-0.787371, 0.709694, -4.83578
7.23343, 7.57181, -7.26527
8.98025, 9.19261, -0.766728
-5.02219, -9.25831, -1.22746
7.93859, 7.33051, -1.24675
-7.09784, 7.48386, -9.97517
4.56387, -1.03727, -4.55048
6.52823, 8.46974, 0.641075
-1.59177, -8.97598, 6.84769
-5.24282, -6.17267, 7.12054
-5.40997, 3.7043, 4.45784
-4.45409, 9.6876, -6.35126
-3.96652, -9.58947, -5.95919
-1.37452, 3.03893, 9.00334
5.98944, -6.4866, 1.07755
-7.88885, -2.68734, 5.22477
-4.19265, 2.10072, 2.1847
9.45634, 8.50633, 8.26604
0.187341, -0.504798, -8.69394
-8.68491, -4.87057, -2.64826
7.34144, -6.90206, -4.97184
-6.86512, 1.57087, 3.45847
-6.75776, 9.79334, 1.5966
8.79037, 9.32375, 8.60315
-3.78181, 7.01076, -1.44966
